scientific_name,datetime,description,place_guess,latitude,longitude,tag_list,url,user_login,positional_accuracy,geoprivacy,captive_cultivated,genus,id,flowering
Corymbia calophylla,2015-10-11 09:00:32 +0800,,"Yellagonga Regional Park, Woodvale, WA, AU",-31.801335,115.808888,,http://www.inaturalist.org/observations/2095298,coliningram102,5,,FALSE,Corymbia,2095298,2
Corymbia calophylla,2017-01-19 10:47:00 +1300,,"Dryandra Reserve, Ochre Trail",-32.80184899,116.9329834,,https://www.inaturalist.org/observations/4988494,leonperrie,1657,,FALSE,Corymbia,4988494,2
Corymbia calophylla,2017-10-06 10:41:00 +0800,,"Porongurup WA 6324, Australia",-34.63896373,117.9077114,,https://www.inaturalist.org/observations/8408182,npk,1996,,FALSE,Corymbia,8408182,2
Corymbia opaca,2017-12-12 17:07:49 +1030,,"Petermann NT 0872, Australia",-25.35278893,131.0337219,,https://www.inaturalist.org/observations/9159282,michaelskvarla,NA,,FALSE,Corymbia,9159282,2
Corymbia ficifolia,2018-04-19 13:52:32 +1000,,"46 Careel Head Road, Avalon, NSW, AU",-33.62000333,151.33687,,https://www.inaturalist.org/observations/11153838,gabbyj-t,65,,FALSE,Corymbia,11153838,2
Corymbia ficifolia,2018-05-14 09:11:26 +1000,,"58 Willoughby Street, Kirribilli, NSW, AU",-33.84556667,151.2147533,,https://www.inaturalist.org/observations/12460133,heathdog,10,,FALSE,Corymbia,12460133,2
Corymbia opaca,2018-07-01 11:27:00 +0930,,"Burt Plain NT 0872, Australia",-23.67699845,133.7184384,,https://www.inaturalist.org/observations/13935739,adammyates,31,,FALSE,Corymbia,13935739,2
Corymbia citriodora subs,2018-11-09 11:40:00 +1100,,"Nambucca Heads NSW 2448, Australia",-30.64238558,152.9862273,,https://www.inaturalist.org/observations/18326772,nicklambert,82,,FALSE,Corymbia,18326772,2
Corymbia calophylla,2018-10-31 08:21:00 +0800,,"Gracetown WA 6284, Australia",-33.863495,114.9894233,,https://www.inaturalist.org/observations/19078843,dbmcc09,NA,,FALSE,Corymbia,19078843,2
Corymbia calophylla,2018-10-31 16:30:00 +0800,,"Augusta WA 6290, Australia",-34.31455278,115.1592167,,https://www.inaturalist.org/observations/19101357,dbmcc09,50,,FALSE,Corymbia,19101357,2
Corymbia ficifolia,2019-01-12 08:22:00 +1030,,"Scott Creek Conservation Park, SA, Australia",-35.089882,138.6831251,,https://www.inaturalist.org/observations/19778178,cobaltducks,20,,FALSE,Corymbia,19778178,2
Corymbia intermedia,2019-02-15 10:39:00 +1000,,"Mount Mellum QLD 4550, Australia",-26.82399518,152.9199528,,https://www.inaturalist.org/observations/20356072,imcmaster,223,,FALSE,Corymbia,20356072,2
Corymbia intermedia,2019-01-30 12:52:00 +1000,4379/80 labelled plant.,"Cattai Wetlands, Coopernook NSW 2426, Australia",-31.8305,152.6357,,https://www.inaturalist.org/observations/20404307,nyoni-pete,500,,FALSE,Corymbia,20404307,2
Corymbia intermedia,2019-03-06 18:23:00 +1100,,"Utungun NSW 2447, Australia",-30.74496284,152.8140536,,https://www.inaturalist.org/observations/21142240,nicklambert,4,,FALSE,Corymbia,21142240,2
Corymbia gummifera,2019-04-06 13:05:00 +1100,"Sighting and photos (c) tubul.
","Newcastle - Throsby, AU-NS, AU",-32.9319068,151.6990327,,https://www.inaturalist.org/observations/22311034,questagame,NA,,FALSE,Corymbia,22311034,2
Corymbia gummifera,2019-04-19 11:39:14 +1000,,"Sutherland Shire - West, Royal, AU-NS, AU",-34.09424688,151.0469131,,https://www.inaturalist.org/observations/22695356,wcornwell,3,,FALSE,Corymbia,22695356,2
Corymbia calophylla,2019-05-19 11:07:47 +0800,,"Palgarup State Forest, , WA, AU",-34.12931117,116.2057633,,https://www.inaturalist.org/observations/25377907,annbentley,6,,FALSE,Corymbia,25377907,2
Corymbia intermedia,2018-06-14 11:09:00 +1000,,"Tin Can Bay, Queensland, Australia",-25.92859,152.9942306,"fruit, brown, eucalyptus",https://www.inaturalist.org/observations/26152524,sea-kangaroo,7,,FALSE,Corymbia,26152524,2
Corymbia intermedia,2019-06-02 12:15:48 +1000,,"Tyagarah Nature Reserve, , NSW, AU",-28.5918948,153.5683136,,https://www.inaturalist.org/observations/26223509,lianaj,22,,FALSE,Corymbia,26223509,2
Corymbia intermedia,2019-06-23 16:15:11 +1000,,"Experimental Farm, Coolum Beach, QLD, AU",-26.50595397,153.0865457,,https://www.inaturalist.org/observations/27563349,scribbles,38,,FALSE,Corymbia,27563349,2
Corymbia intermedia,2019-06-30 14:57:20 +1000,,"41 Brindabella Avenue, Peregian Springs, QLD, AU",-26.50650302,153.078485,,https://www.inaturalist.org/observations/27990500,scribbles,53,,FALSE,Corymbia,27990500,2
Corymbia trachyphloia,2019-07-21 14:50:00 +1000,6478/9/80/82  Queensland Naturalists' Club excursion.  Corymbia trachyphloia (formerly Eucalyptus) is established in Atlas of Living Australia - can't find it here or on external name providers.,"Beerwah Sci Area 1, QLD 4519, Australia",-26.8599,153.0029,,https://www.inaturalist.org/observations/29293308,nyoni-pete,800,,FALSE,Corymbia,29293308,2
Corymbia intermedia,2019-08-21 16:41:20 +1000,,"The John Goss Reserve, Chermside West, QLD, AU",-27.37855456,153.0115672,,https://www.inaturalist.org/observations/31220907,tpscott,5,,FALSE,Corymbia,31220907,2
Corymbia gummifera,2019-09-10 14:24:27 +1000,,"Scribbly Gum Circuit, Peregian Springs, QLD, AU",-26.50475999,153.0805565,,https://www.inaturalist.org/observations/32687690,scribbles,44,,FALSE,Corymbia,32687690,2
Corymbia intermedia,2019-09-14 12:36:48 +1000,,"Noosa National Park, Noosa Heads, QLD, AU",-26.37803851,153.1082339,,https://www.inaturalist.org/observations/32886068,scribbles,251,,FALSE,Corymbia,32886068,2
Corymbia intermedia,2019-10-10 11:33:10 +1000,"This is a tree with very parallel venation and intramarginal veins, simple alternate leaves. Part of the myrataceae family. ","Orpheus Island National Park, Palm Island, QLD, AU",-18.61929833,146.4968488,,https://www.inaturalist.org/observations/34153942,mullinma,285,,FALSE,Corymbia,34153942,2
Corymbia calophylla,2019-10-01 17:31:19 +0800,,"Yellagonga Regional Park, Joondalup, WA, AU",-31.72147,115.769945,,https://www.inaturalist.org/observations/34453575,annbentley,6,,FALSE,Corymbia,34453575,2
Corymbia intermedia,2019-11-20 21:46:42 +1000,,"Brindabella Avenue, Peregian Springs, QLD, AU",-26.50648276,153.077881,,https://www.inaturalist.org/observations/35881375,scribbles,22,,FALSE,Corymbia,35881375,2
Corymbia calophylla,2015-01-20 21:31:00 -0500,,"Armadale, AU-WA, AU",-32.17621332,116.0354545,,https://www.inaturalist.org/observations/36487835,ryruther,NA,,FALSE,Corymbia,36487835,2
Corymbia calophylla,2019-12-15 10:05:02 +0800,,"WA Botanic Garden, Kings Park WA 6005, Australia",-31.9643994,115.839027,,https://www.inaturalist.org/observations/36672139,ursomassimo,69,,FALSE,Corymbia,36672139,2
Corymbia calophylla,2019-12-15 13:16:23 +0800,,"Kings Park WA 6005, Australia",-31.96218387,115.8400858,,https://www.inaturalist.org/observations/36672330,ursomassimo,7,,FALSE,Corymbia,36672330,2
Corymbia intermedia,2015-07-16 15:51:44 +1000,,"Fraser Island, Fraser Island, QLD, AU",-25.33649518,153.2010657,,https://www.inaturalist.org/observations/37185987,poaceae,24,,FALSE,Corymbia,37185987,2
Corymbia calophylla,2020-02-08 09:21:00 +0800,Marri. Open woodland. Brixton Street Wetland,"Perth WA, Australia",-32.032432,115.969288,,https://www.inaturalist.org/observations/38417784,margl,15,,FALSE,Corymbia,38417784,2
Corymbia eximia,2020-02-18 11:33:23 +1100,,"Brooklyn Dam Trail, Brooklyn, NSW, AU",-33.54876406,151.2232478,,https://www.inaturalist.org/observations/38776786,allanasheard,4,,FALSE,Corymbia,38776786,2
Corymbia zygophylla,2020-03-06 06:52:46 +0800,,"Broome WA 6725, Australia",-17.96892997,122.2287932,,https://www.inaturalist.org/observations/39588685,malcolmlindsay,6,,FALSE,Corymbia,39588685,2
Corymbia gummifera,2020-03-17 15:32:38 +1100,,"Morton State Conservation Area, Moollattoo, NSW, AU",-34.77226667,150.3843383,,https://www.inaturalist.org/observations/40117582,jen_w1,5,,FALSE,Corymbia,40117582,2
Corymbia gummifera,2020-04-03 15:46:00 +1100,,"Sydney NSW, Australia",-33.959075,150.9786883,,https://www.inaturalist.org/observations/41439877,kathwade,NA,,FALSE,Corymbia,41439877,2
Corymbia maculata,2020-04-12 13:09:57 +1000,"Gumnuts and long, narrow leaves","Dundas Valley NSW 2117, Australia",-33.7939033,151.0549871,,https://www.inaturalist.org/observations/41970599,laracakmakci,59,,FALSE,Corymbia,41970599,2
Corymbia ficifolia,2009-04-23 15:30:33 +1000,Eucalyptus leucoxylon rosea,"S. Grampians Bal, AU-VIC, AU",-37.672184,141.848516,,http://www.inaturalist.org/observations/2702632,rushecology,210,,FALSE,Corymbia,2702632,1
Corymbia ficifolia,2017-12-13 19:29:23 +1100,,"4 Macquarie Street, Annandale, NSW, AU",-33.88748833,151.162675,,https://www.inaturalist.org/observations/9143429,lovelyjezebel,24,,FALSE,Corymbia,9143429,1
Corymbia ficifolia,2018-01-02 00:00:00 +1200,street frontage shrubbery,"Oxford Tce, Taringa, Brisbane, Queensland",-27.494199,152.987693,,https://www.inaturalist.org/observations/9343438,meurkc,10,,FALSE,Corymbia,9343438,1
Corymbia ficifolia,2018-02-15 14:37:27 +1100,,"14C Dudley Street, Randwick, NSW, AU",-33.92096648,151.2469404,,https://www.inaturalist.org/observations/9879524,botanick,10,,FALSE,Corymbia,9879524,1
Corymbia calophylla,2018-03-04 08:43:44 +0800,Still flowering well at the moment. It's been a big flowering season for marris this year.,"Stirling, Western Australia, Australia",-31.91769333,115.877925,,https://www.inaturalist.org/observations/10079207,grahamz,NA,,FALSE,Corymbia,10079207,1
Corymbia calophylla,2018-05-17 18:37:00 +1000,Field Notes - A gorgeous flowering gum just inside the town boundary of Manjimup WA. ,"Western Australia, AU",-34.36592035,116.177969,,https://www.inaturalist.org/observations/12540024,jordana1971,NA,obscured,FALSE,Corymbia,12540024,1
Corymbia ficifolia,2018-05-21 09:54:03 +1000,,"24 Tunks Street, Waverton, NSW, AU",-33.83634167,151.1965333,,https://www.inaturalist.org/observations/12687287,heathdog,10,,FALSE,Corymbia,12687287,1
Corymbia ficifolia,2008-02-10 03:19:00 -0600,,"Peaceful Bay WA 6333, Australia",-35.0375459,116.9194446,"Australia, Flowers & Plants, Peaceful Bay, WA",https://www.inaturalist.org/observations/19113763,flecksy,6692,,FALSE,Corymbia,19113763,1
Corymbia ptychocarpa,2014-05-01 12:26:00 +1000,"This species is widely grown in horticulture.  The original collections were made by a fellow called Vince Winkel who was director of the Cairns Botanical Gardens.  The collections were made in Gove.  I only found this species on the sides of escarpments, close to where   springs emerge, that is in the wet season seepage zone.  Although the leaves of this species are thick and leathery, they dry out in short order when picked.  As a result they are not worth using as insect food for phasmids or scarabs.","East Arnhem NT 0822, Australia",-12.37238139,136.8276131,,https://www.inaturalist.org/observations/19382889,coenobita,NA,,FALSE,Corymbia,19382889,1
Corymbia ficifolia,2019-01-13 09:00:11 +1100,,"2 Constable St, Moruya Heads NSW 2537, Australia",-35.91253077,150.1567303,,https://www.inaturalist.org/observations/19598644,floydwafer,33,,FALSE,Corymbia,19598644,1
Corymbia ficifolia,2019-01-17 08:59:22 +1100,,"Macquarie University, Macquarie Park, NSW, AU",-33.77521167,151.1124722,,https://www.inaturalist.org/observations/19686093,nomad0101,10,,FALSE,Corymbia,19686093,1
Corymbia ptychocarpa,2019-01-18 13:10:03 +1000,,"14 Serenity Court, Buderim, QLD, AU",-26.69268333,153.0701138,,https://www.inaturalist.org/observations/19707802,hobohaze,10,,FALSE,Corymbia,19707802,1
Corymbia ptychocarpa,2019-01-21 00:00:00 +0000,,"425 Trower Rd, Brinkin NT 0810, Australia",-12.36492798,130.8673777,,https://www.inaturalist.org/observations/19777656,donna165,66,,FALSE,Corymbia,19777656,1
Corymbia ficifolia,2019-02-02 09:47:00 +1030,,"Scott Creek Conservation Park, SA, Australia",-35.08406073,138.6818479,,https://www.inaturalist.org/observations/20299094,cobaltducks,20,,FALSE,Corymbia,20299094,1
Corymbia gummifera,2019-02-23 20:14:22 +1100,,"Blue Mountains, AU-NS, AU",-33.6916536,150.5281809,,https://www.inaturalist.org/observations/20625789,jamesray,20,,FALSE,Corymbia,20625789,1
Corymbia ficifolia,2019-02-27 18:48:00 +1100,Such a spectacular tree. Love it,"Utungun NSW 2447, Australia",-30.73730889,152.8159213,"pink, flower, Red",https://www.inaturalist.org/observations/20850207,nicklambert,4,,FALSE,Corymbia,20850207,1
Corymbia ptychocarpa,2009-03-13 10:20:00 +0930,,"Gulung Mardrulk NT 0852, Australia",-13.73758,132.76747,,https://www.inaturalist.org/observations/21110454,tropicbreeze,100,,FALSE,Corymbia,21110454,1
Corymbia calophylla,2019-03-23 00:05:00 +1100,"Sighting and photos (c) ladyrobyn.
Field Notes - the marri trees are flowering beautiful at present ","Melville, AU-WA, AU",-32.066824,115.862683,,https://www.inaturalist.org/observations/21538881,ladyrobyn,NA,,FALSE,Corymbia,21538881,1
Corymbia calophylla,2019-03-31 17:12:00 +1100,"Sighting and photos (c) harriet2.
","Stirling, AU-WA, AU",-31.87656224,115.7914576,,https://www.inaturalist.org/observations/21959500,questagame,NA,,FALSE,Corymbia,21959500,1
Corymbia ptychocarpa,2010-02-17 11:50:00 +0930,,"Gulung Mardrulk NT 0852, Australia",-13.507,132.4279,,https://www.inaturalist.org/observations/22013520,tropicbreeze,100,,FALSE,Corymbia,22013520,1
Corymbia ficifolia,2019-04-09 16:14:00 +1000,"Sighting and photos (c) elk_tree1.
","Barossa  - Barossa, AU-SA, AU",-34.63988777,139.0986923,,https://www.inaturalist.org/observations/22311398,questagame,NA,,FALSE,Corymbia,22311398,1
Corymbia ptychocarpa,2003-07-16 11:36:00 +1000,,"Cooktown QLD 4895, Australia",-15.47306045,145.2598395,"Classify, Flowering Plants (Anthophyta), Plants (Plantae)",https://www.inaturalist.org/observations/24577423,rlawrenz,61,,FALSE,Corymbia,24577423,1
Corymbia gummifera,2015-02-07 00:00:00 -1000,Red Bloodwood - Corymbia gummifera,"Bastion Point Road, Mallacoota, Victoria",-37.565107,149.755108,,https://www.inaturalist.org/observations/25581792,kenharris,NA,,FALSE,Corymbia,25581792,1
Corymbia ficifolia,2016-03-08 00:00:00 +1000,Eucalyptus,"Flemington Drive, Flemington VIC 3031, Australia",-37.7867068,144.9190288,,https://www.inaturalist.org/observations/25645798,annalanigan,NA,,FALSE,Corymbia,25645798,1
Corymbia ptychocarpa,2019-04-14 08:41:22 +1000,,"Aurora Bvd near Bounty Bvd, North Lakes QLD 4509, Australia",-27.21666718,153.0066681,,https://www.inaturalist.org/observations/25725991,o20n3,NA,,FALSE,Corymbia,25725991,1
Corymbia calophylla,2012-12-31 15:22:00 +0800,,<U+6FB3><U+6D32><U+897F><U+6FB3><U+5927><U+5229><U+4E9E><U+5DDE><U+73C0><U+65AF>,-31.81735082,115.835862,,https://www.inaturalist.org/observations/30153022,naturalist16758,15,,FALSE,Corymbia,30153022,1
Corymbia ficifolia,2012-12-31 15:31:00 +0800,,<U+6FB3><U+6D32><U+897F><U+6FB3><U+5927><U+5229><U+4E9E><U+5DDE><U+73C0><U+65AF>,-31.81761965,115.8266238,,https://www.inaturalist.org/observations/30153119,naturalist16758,61,,FALSE,Corymbia,30153119,1
Corymbia calophylla,2019-05-05 18:23:00 +1000,,"Kings Park WA 6005, Australia",-31.9611453,115.8416305,,https://www.inaturalist.org/observations/30584037,tjeales,1219,,FALSE,Corymbia,30584037,1
Corymbia eximia,2019-09-20 10:33:00 +1000,,"Hawkesbury, New South Wales, Australia",-33.04451217,150.6825346,,https://www.inaturalist.org/observations/33105034,reiner,NA,,FALSE,Corymbia,33105034,1
Corymbia torelliana,2019-10-20 15:22:48 +1000,,"Queensland Cultural Centre, South Brisbane, QLD, AU",-27.47365119,153.0196373,,https://www.inaturalist.org/observations/34820718,scribbles,22,,FALSE,Corymbia,34820718,1
Corymbia ficifolia,2019-12-28 17:17:00 +0800,Planted in a formerly partly-cleared area,"Stirling, Western Australia, Australia",-31.90911667,115.8708317,,https://www.inaturalist.org/observations/37045976,grahamz,NA,,FALSE,Corymbia,37045976,1
Corymbia ficifolia,2019-12-29 09:17:56 +0800,,"Gidgegannup WA 6083, Australia",-31.74909795,116.2234987,,https://www.inaturalist.org/observations/37048763,paul930,12,,FALSE,Corymbia,37048763,1
Corymbia calophylla,2019-12-29 11:10:00 +0800,"Possibly planted, but maybe not, although it's in an area that's had some reveg done to it.","Bayswater, Western Australia, Australia",-31.930455,115.9149883,,https://www.inaturalist.org/observations/37091839,grahamz,NA,,FALSE,Corymbia,37091839,1
Corymbia tessellaris,2019-12-28 18:25:00 +1000,<i>Corymbia tessellaris</i> : Ugly Gully QLD AU,"Innisplain QLD 4285, Australia",-28.17473925,152.8863809,"australia, Myrtaceae, Corymbia, Rathdowney, Ugly Gully, QLD, queensland",https://www.inaturalist.org/observations/37127594,dustaway,31,,FALSE,Corymbia,37127594,1
Corymbia ficifolia,2019-12-28 00:00:00 +0000,,"Whiteman WA 6068, Australia",-31.83354956,115.9251175,"Australia, Oceania, Scarlet flowering Gum (Eucalyptus ficifolia), Western Australia, Whiteman",https://www.inaturalist.org/observations/37189227,philip94,NA,,FALSE,Corymbia,37189227,1
Corymbia torelliana,2019-11-17 04:57:16 +1000,"This is a somewhat sketch guess based on flower morphology, definitely a eucalypt",Enoggera Reservoir,-27.42589526,152.8807425,,https://www.inaturalist.org/observations/37333995,joshuabodwell,11154,,FALSE,Corymbia,37333995,1
Corymbia calophylla,2020-01-12 08:48:12 +0800,,"Morangup WA 6083, Australia",-31.7063179,116.2974548,,https://www.inaturalist.org/observations/37512208,thammer,NA,,FALSE,Corymbia,37512208,1
Corymbia ficifolia,2020-01-17 13:36:17 +0800,,"Main St & Bristol St, Coorow WA 6515, Australia",-29.88194466,116.0224991,,https://www.inaturalist.org/observations/37674074,garth9,NA,,FALSE,Corymbia,37674074,1
Corymbia ficifolia,2020-01-13 09:15:29 +1100,,"""Randwick, New South Wales""",-33.910417,151.239333,class-bulkobservationfile-user_id-356301-filename-sydney14-csv-project_id-2020-01-22 00:00:27 -0800.csv,https://www.inaturalist.org/observations/37839763,eschlogl,NA,,FALSE,Corymbia,37839763,1
Corymbia ficifolia,2020-01-19 07:55:00 +1030,,"Scott Creek Conservation Park, SA, Australia",-35.08994049,138.6831517,,https://www.inaturalist.org/observations/37910962,cobaltducks,20,,FALSE,Corymbia,37910962,1
Corymbia erythrophloia,2020-01-25 11:04:00 +1030,Fallen tree was c. 10 m high; leaves up to 150 mm long by 27 mm wide; flower 20 mm in diameter; bud 6 mm long.,"Greenvale QLD 4816, Australia",-18.55124833,144.7392083,,https://www.inaturalist.org/observations/37963286,overlander,NA,,FALSE,Corymbia,37963286,1
Corymbia calophylla,2020-01-26 18:36:27 +0800,,"Porongurup, WA, AU",-34.65552167,117.92733,,https://www.inaturalist.org/observations/37984002,npk,5,,FALSE,Corymbia,37984002,1
Corymbia ptychocarpa,2020-01-04 18:45:11 +1030,,"Woolner NT 0820, Australia",-12.44049363,130.8478261,,https://www.inaturalist.org/observations/38009650,donna165,645,,FALSE,Corymbia,38009650,1
Corymbia intermedia,2020-01-27 09:15:00 +1000,5562/3/4/5/6,"Berrinba Wetlands, Brisbane QLD, Australia",-27.6637589,153.0763689,,https://www.inaturalist.org/observations/38017896,nyoni-pete,1000,,FALSE,Corymbia,38017896,1
Corymbia ficifolia,2020-01-26 12:34:00 +1030,On side of road adjacent to  Scott Creek Conservation Park.,"Cherry Gardens SA 5157, Australia",-35.08407672,138.6817948,,https://www.inaturalist.org/observations/38114313,streglystendec,2,,FALSE,Corymbia,38114313,1
Corymbia ptychocarpa,2009-03-13 10:20:00 +0930,,"Gulung Mardrulk NT 0852, Australia",-13.7388,132.7622,,https://www.inaturalist.org/observations/38177779,tropicbreeze,200,,FALSE,Corymbia,38177779,1
Corymbia calophylla,2020-02-09 09:40:00 +0800,Marri in full flower,"Mount Barker WA 6324, Australia",-34.65725899,117.6435785,,https://www.inaturalist.org/observations/38452200,kdunnart,40,,FALSE,Corymbia,38452200,1
Corymbia ficifolia,2020-02-11 00:00:00 +1000,,"Parndana SA 5220, Australia",-35.78499985,137.2622223,,https://www.inaturalist.org/observations/38649816,rakali,NA,,FALSE,Corymbia,38649816,1
Corymbia calophylla,2020-02-16 16:43:00 +0800,,"Perth WA, Australia",-31.97078216,116.0686523,,https://www.inaturalist.org/observations/38706308,tmuir,55,,FALSE,Corymbia,38706308,1
Corymbia calophylla,2020-01-20 23:47:00 +1030,,"Perth Austrália Ocidental, Austrália",-31.96109732,115.8374355,,https://www.inaturalist.org/observations/38823328,larissabrazsousa,8,,FALSE,Corymbia,38823328,1
Corymbia ficifolia,2020-01-21 00:08:00 +1030,,"Perth Austrália Ocidental, Austrália",-31.96707075,115.8351245,,https://www.inaturalist.org/observations/38823357,larissabrazsousa,31,,FALSE,Corymbia,38823357,1
Corymbia ficifolia,2020-02-20 10:47:11 +1100,,"Buller Road, Artarmon, NSW, AU",-33.81003873,151.1821314,,https://www.inaturalist.org/observations/38862721,natural_tk,5,,FALSE,Corymbia,38862721,1
Corymbia gummifera,2020-02-24 18:59:33 +1100,,"Cripple Creek Reserve, Blaxland, NSW, AU",-33.73436667,150.6232917,,https://www.inaturalist.org/observations/39189885,gregharper,4,,FALSE,Corymbia,39189885,1
Corymbia calophylla,2020-03-02 17:52:00 +0800,,"Kalamunda WA 6076, Australia",-31.9755983,116.0565936,,https://www.inaturalist.org/observations/39446459,sm80,3483,,FALSE,Corymbia,39446459,1
Corymbia maculata,2020-03-03 13:41:00 +1100,,"Lake Macquarie, NSW, Australia",-33.07305865,151.5782547,,https://www.inaturalist.org/observations/39481064,janetgrevillea,977,,FALSE,Corymbia,39481064,1
Corymbia gummifera,2020-03-23 09:50:02 +1100,,"Lawson, NSW, AU",-33.71133348,150.4317616,,https://www.inaturalist.org/observations/40555170,parrot3,5,,FALSE,Corymbia,40555170,1
Corymbia ptychocarpa,2020-04-05 16:31:00 +1000,,"Mudgeeraba QLD 4213, Australia",-28.0872767,153.3715652,,https://www.inaturalist.org/observations/41427296,sarahbarnes,314,,FALSE,Corymbia,41427296,1
Corymbia calophylla,2020-02-05 16:16:04 +1100,,"Hovea WA 6071, Australia",-31.88140028,116.0913045,,https://www.inaturalist.org/observations/41427477,am_anita,60,,FALSE,Corymbia,41427477,1
Corymbia calophylla,2020-04-04 15:26:44 +0800,,Kalamunda,-31.97559829,116.0565937,,https://www.inaturalist.org/observations/41439449,sm80,5577,,FALSE,Corymbia,41439449,1
Corymbia ficifolia,2020-04-06 16:44:15 +1000,,"Cranbourne North VIC 3977, Australia",-38.08375833,145.2897222,,https://www.inaturalist.org/observations/41515637,maggie153,NA,,FALSE,Corymbia,41515637,1
Corymbia ficifolia,2020-04-23 16:04:08 +1000,,"Cloris Avenue, Beaumaris, VIC, AU",-37.98236284,145.0370103,,https://www.inaturalist.org/observations/42930074,agelos,20,,FALSE,Corymbia,42930074,1
Corymbia torelliana,2009-12-26 00:00:00 -0800,,"Yungaburra, Queensland, Australia",-17.264835,145.58252,"green, orange",http://www.inaturalist.org/observations/86809,sea-kangaroo,751,,FALSE,Corymbia,86809,0
Corymbia calophylla,2007-11-02 00:00:00 -0800,Jarrah forest.  ,"Crooked Brook Forest, Western Australia, Australia",-33.46330412,115.793571,flower,http://www.inaturalist.org/observations/115249,sea-kangaroo,886,,FALSE,Corymbia,115249,0
Corymbia torelliana,2013-01-06 11:46:57 +1030,"Tree on side of road, bark peeling and not present on upper limbs, only near base of tree. Green tinge under bark appears to follow water lines on surface. Leaves hairy with faint scent.","Carbrook-Cornubia, AU-QL, AU",-27.68009575,153.2499629,,http://www.inaturalist.org/observations/178873,nikonoid,5,,FALSE,Corymbia,178873,0
Corymbia maculata,2013-08-17 10:18:39 +1000,,"Toohey Forest Park, Brisbane, Queensland, Australia",-27.542397,153.050497,"bark, green, red",http://www.inaturalist.org/observations/437150,sea-kangaroo,1068,,FALSE,Corymbia,437150,0
Corymbia tessellaris,2014-10-25 11:17:16 +1000,,"6 Salmon Street, Cannonvale, QLD, AU",-20.274454,148.698782,,http://www.inaturalist.org/observations/1035971,mtynan,10,,FALSE,Corymbia,1035971,0
Corymbia tessellaris,2014-12-20 19:47:34 +1000,"Was Eucalyptus tessalaris. Several specimens, possibly planted, but native to the area.",Townsville Palmetum,-19.311788,146.765569,"photo, plants",http://www.inaturalist.org/observations/1139626,ctnash,86,,FALSE,Corymbia,1139626,0
Corymbia,2015-01-28 00:00:00 -0600,white bark,"Mareeba, Australia",-17.080046,145.455766,,http://www.inaturalist.org/observations/1236181,kucycads,63,,FALSE,Corymbia,1236181,0
Corymbia opaca,2015-01-20 00:00:00 -0600,,Uluru-Kata-Tjuta National Park,-25.352714,131.044235,,http://www.inaturalist.org/observations/1252198,kucycads,958,,FALSE,Corymbia,1252198,0
Corymbia opaca,2015-01-21 00:00:00 -0600,,Kata-tjuta,-25.299881,130.732241,,http://www.inaturalist.org/observations/1257987,kucycads,240,,FALSE,Corymbia,1257987,0
Corymbia aparrerinja,2015-01-23 00:00:00 -0600,,Watarrka National Park,-24.2503,131.581546,,http://www.inaturalist.org/observations/1263283,kucycads,15,,FALSE,Corymbia,1263283,0
Corymbia aparrerinja,2003-07-10 00:00:00 +1000,Ghost gum.,"Tanami, AU-NT, AU",-23.903228,132.510223,,http://www.inaturalist.org/observations/2773186,rushecology,1943,,FALSE,Corymbia,2773186,0
Corymbia gummifera,2016-03-14 12:36:16 +1100,,"2 Allambie Road, Allambie Heights, NSW, AU",-33.77562272,151.2617054,,http://www.inaturalist.org/observations/2779551,amarkovina,5,,FALSE,Corymbia,2779551,0
Corymbia calophylla,2016-07-03 11:39:24 +0800,,"John Forrest National Park, Hovea, WA, AU",-31.87953791,116.0996037,,http://www.inaturalist.org/observations/3599210,patrickharman,5,,FALSE,Corymbia,3599210,0
Corymbia calophylla,2016-07-03 12:07:19 +0800,,"John Forrest, AU-WA-MN, AU-WA, AU",-31.8766293,116.1076852,,http://www.inaturalist.org/observations/3599919,patrickharman,5,,FALSE,Corymbia,3599919,0
Corymbia tessellaris,2016-10-19 16:29:43 +1000,,"Douglas, AU-QL, AU",-19.31210167,146.758025,,http://www.inaturalist.org/observations/4390627,kiedist,2,,FALSE,Corymbia,4390627,0
Corymbia aparrerinja,2015-09-25 13:41:00 +1000,,"Finke Gorge National Park (Palm Valley), Namatjira, Northern Territory, Australia",-24.06151244,132.673645,,https://www.inaturalist.org/observations/5475468,d_kurek,4046,,FALSE,Corymbia,5475468,0
Corymbia aparrerinja,2017-07-09 10:04:00 -1000,,"Namatjira NT 0872, Australia",-23.77882578,133.0728436,"6Flora, Ghost gum, Serpentine Gorge",https://www.inaturalist.org/observations/7029853,jss367,261,,FALSE,Corymbia,7029853,0
Corymbia maculata,2017-09-20 12:54:00 +1000,Field Notes - Spotted gum,"Queensland, AU",-27.47689344,153.0605885,,https://www.inaturalist.org/observations/8008293,pandahill,NA,obscured,FALSE,Corymbia,8008293,0
Corymbia calophylla,2009-01-07 00:00:00 +0800,,"Porongurup WA 6324, Australia",-34.65986619,117.9355163,,https://www.inaturalist.org/observations/8102160,npk,16326,,FALSE,Corymbia,8102160,0
Corymbia calophylla,2017-10-06 10:45:00 +0800,,"Porongurup WA 6324, Australia",-34.63882495,117.9065055,,https://www.inaturalist.org/observations/8408161,npk,1116,,FALSE,Corymbia,8408161,0
